trial_id,lstm_units,dropout_rate,learning_rate,val_loss
5,512,0.4,0.0005312719277854492,2.6959686279296875
4,512,0.4,0.0015444781741564596,2.741990804672241
3,256,0.3,0.0007402521767770304,2.767241954803467
2,256,0.5,0.00124171909043214,2.809591293334961
0,256,0.5,0.0020305685955375255,2.849452495574951
1,512,0.4,0.004975053366422772,2.937901735305786
