trial_id,gru_units,dropout_rate,learning_rate,val_loss
0,512,0.4,0.0009143692982143509,2.654878854751587
4,256,0.4,0.0010733251249694183,2.6584689617156982
3,512,0.5,0.0010575697475283586,2.6644415855407715
1,512,0.4,0.0002690322534569981,2.676051139831543
5,256,0.5,0.00011202631862509904,3.133122444152832
2,256,0.3,0.008117079378823321,3.406639337539673
